Job No,Job Date,Warehouse,Warehouse Status,Machine,Status,Post Date,Start-Time,End-Time,Elapsed-Time,UOM,Input Qty,Output Qty,Yield Loss Qty,Department,Description,Input Value,Output Value,Expenses,User Defined 1,UserDefined2,Input Units,Output Units,
15285,6/4/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,Posted,6/4/2026 12:00:00 AM,6:05AM,,17:55:00,LBS    ,8913.000,8913.000,0.000,Plus Materials                                    ,,780.7837,780.7800,0.0000,,,17,1,
15286,6/4/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,Posted,6/4/2026 12:00:00 AM,2:26PM,,09:34:00,LBS    ,22733.000,22733.000,0.000,Plus Materials                                    ,,2500.6300,2500.6300,0.0000,,,14,1,
15287,6/4/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,Posted,6/4/2026 12:00:00 AM,2:30PM,,09:30:00,LBS    ,7941.000,7941.000,0.000,Plus Materials                                    ,,615.4275,615.4300,0.0000,,,34,1,
15288,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,6/8/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,4549.000,4549.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,16,4,
15292,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,6/8/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,7265.000,7265.000,0.000,Plus Materials                                    ,,1158.5662,1158.5800,0.0000,,,25,0,
15293,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,6/8/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,527.000,527.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
15294,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,6/8/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,7318.000,7318.000,0.000,Plus Materials                                    ,,731.8000,731.8000,0.0000,,,0,0,
15295,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,6/8/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,878.000,878.000,0.000,Plus Materials                                    ,,32.0843,32.0800,0.0000,,,0,0,
15296,6/5/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,6/8/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,4402.000,4402.000,0.000,Plus Materials                                    ,,440.2000,440.2000,0.0000,,,0,0,
15298,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,6/8/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,2165.000,2165.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,3,0,
15302,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,6/8/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,3202.000,3202.000,0.000,Plus Materials                                    ,,128.0800,128.0800,0.0000,,,0,0,
15304,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,6/8/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,8327.000,8327.000,0.000,Plus Materials                                    ,,491.6400,491.6200,0.0000,,,12,0,
15312,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,6/8/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,5003.000,5003.000,0.000,Plus Materials                                    ,,600.3600,600.3600,0.0000,,,200,0,
15314,6/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,6/8/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,6261.000,6261.000,0.000,Plus Materials                                    ,,751.3200,751.3200,0.0000,,,0,0,
15319,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,6/9/2026 12:00:00 AM,5:07AM,,18:53:00,LBS    ,6310.000,6310.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,63,6,
15323,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,6/9/2026 12:00:00 AM,5:08AM,,18:52:00,LBS    ,6434.000,6434.000,0.000,Plus Materials                                    ,,772.0800,772.0800,0.0000,,,0,0,
15325,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,6/9/2026 12:00:00 AM,5:08AM,,18:52:00,LBS    ,5139.000,5139.000,0.000,Plus Materials                                    ,,288.6296,288.6300,0.0000,,,0,1,
15326,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,6/9/2026 12:00:00 AM,5:08AM,,18:52:00,LBS    ,2534.000,2534.000,0.000,Plus Materials                                    ,,253.4000,253.4000,0.0000,,,0,0,
15327,6/8/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,6/9/2026 12:00:00 AM,5:09AM,,18:51:00,LBS    ,4749.000,4749.000,0.000,Plus Materials                                    ,,327.3000,327.3000,0.0000,,,0,0,
15329,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,6/9/2026 12:00:00 AM,5:09AM,,18:51:00,LBS    ,8225.000,8542.000,-317.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
15333,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,6/9/2026 12:00:00 AM,5:10AM,,18:50:00,LBS    ,6333.000,6333.000,0.000,Plus Materials                                    ,,1009.9370,1009.9500,0.0000,,,0,0,
15335,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,6/9/2026 12:00:00 AM,5:10AM,,18:50:00,LBS    ,9425.000,9425.000,0.000,Plus Materials                                    ,,1503.0288,1503.0300,0.0000,,,0,0,
15343,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,6/9/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,5032.000,5032.000,0.000,Plus Materials                                    ,,743.2696,743.2700,0.0000,,,0,0,
15345,6/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,6/9/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,6447.000,6447.000,0.000,Plus Materials                                    ,,1028.1185,1028.1100,0.0000,,,0,0,
15349,6/8/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,6/9/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,5463.000,9090.000,-3627.000,Plus Materials                                    ,,255.7000,528.8500,273.1500,,,25,6,
15350,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,6/10/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,2664.000,2664.000,0.000,Plus Materials                                    ,,106.5600,106.5600,0.0000,,,8,2,
15354,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,6/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,8518.000,8518.000,0.000,Plus Materials                                    ,,1423.9084,1423.9100,0.0000,,,24,0,
15355,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,6/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,700.000,700.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
15356,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,6/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5920.000,5920.000,0.000,Plus Materials                                    ,,989.6141,989.6200,0.0000,,,0,0,
15357,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,6/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,3559.000,3559.000,0.000,Plus Materials                                    ,,413.3456,413.3400,0.0000,,,6,0,
15358,6/9/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,6/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5039.000,5039.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
15360,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,6/10/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,2192.000,2192.000,0.000,Plus Materials                                    ,,237.6853,237.6900,0.0000,,,1,0,
15364,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,6/10/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,6472.000,6472.000,0.000,Plus Materials                                    ,,1081.8912,1081.9000,0.0000,,,0,0,
15366,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,6/10/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,8730.000,8730.000,0.000,Plus Materials                                    ,,87.3000,87.3000,0.0000,,,40,0,
15368,6/9/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,6/10/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,8472.000,8472.000,0.000,Plus Materials                                    ,,423.6000,423.6000,0.0000,,,0,0,
15374,6/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,6/10/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,6356.000,6356.000,0.000,Plus Materials                                    ,,762.7200,762.7200,0.0000,,,10,0,
15380,6/9/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,6/10/2026 12:00:00 AM,5:57AM,,18:03:00,LBS    ,819.000,7465.000,-6646.000,Plus Materials                                    ,,31.7000,72.6400,40.9500,,,3,6,
15381,6/9/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,Posted,6/9/2026 12:00:00 AM,11:55AM,,12:05:00,LBS    ,3626.000,3626.000,0.000,Plus Materials                                    ,,688.9400,688.9400,0.0000,,,39,1,
15382,6/9/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,Posted,6/9/2026 12:00:00 AM,11:56AM,,12:04:00,LBS    ,1730.000,1730.000,0.000,Plus Materials                                    ,,306.6979,306.7000,0.0000,,,19,1,
15383,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,6/11/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,3284.000,3284.000,0.000,Plus Materials                                    ,,449.0203,449.0200,0.0000,,,0,2,
15387,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,6/11/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,8900.000,8900.000,0.000,Plus Materials                                    ,,89.0000,89.0000,0.0000,,,137,0,
15388,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,6/11/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,745.000,745.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
15389,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,6/11/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,2057.000,2057.000,0.000,Plus Materials                                    ,,215.9850,215.9900,0.0000,,,0,0,
15390,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,6/11/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,997.000,997.000,0.000,Plus Materials                                    ,,6.8369,6.8400,0.0000,,,0,0,
15391,6/10/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,6/11/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,5960.000,5960.000,0.000,Plus Materials                                    ,,298.0000,298.0000,0.0000,,,15,0,
15393,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,6/11/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,4526.000,4526.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,48,0,
15397,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,6/11/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,6347.000,6347.000,0.000,Plus Materials                                    ,,63.4700,63.4700,0.0000,,,1,0,
15399,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,6/11/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,10138.000,10138.000,0.000,Plus Materials                                    ,,1604.5874,1604.5800,0.0000,,,0,0,
15401,6/10/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,6/11/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,4822.000,4822.000,0.000,Plus Materials                                    ,,241.1000,241.1000,0.0000,,,0,0,
15407,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,6/11/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,6713.000,6713.000,0.000,Plus Materials                                    ,,805.5600,805.5600,0.0000,,,10,0,
15409,6/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,6/11/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,6297.000,6297.000,0.000,Plus Materials                                    ,,62.9700,62.9700,0.0000,,,1,0,
15414,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,6/12/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,6373.000,6373.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,47,6,
15418,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,6/12/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,7071.000,7071.000,0.000,Plus Materials                                    ,,1052.2887,1052.2800,0.0000,,,0,0,
15419,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,6/12/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,700.000,700.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,1,0,
15420,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,6/12/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,8230.000,8230.000,0.000,Plus Materials                                    ,,82.3000,82.3000,0.0000,,,0,0,
15421,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,6/12/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,2179.000,2179.000,0.000,Plus Materials                                    ,,77.7078,77.7100,0.0000,,,0,0,
15422,6/11/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,6/12/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,7251.000,7251.000,0.000,Plus Materials                                    ,,766.9294,766.9300,0.0000,,,0,0,
15424,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,6/12/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,6337.000,6337.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
15428,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,6/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,6452.000,6452.000,0.000,Plus Materials                                    ,,574.5900,574.5900,0.0000,,,3,0,
15430,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,6/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,9643.000,9643.000,0.000,Plus Materials                                    ,,1039.8300,1039.8300,0.0000,,,0,0,
15432,6/11/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,6/12/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,6697.000,6697.000,0.000,Plus Materials                                    ,,708.3333,708.3400,0.0000,,,0,0,
15438,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,6/12/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,6324.000,6324.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,12,0,
15440,6/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,6/12/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,8108.000,8108.000,0.000,Plus Materials                                    ,,81.0800,81.0800,0.0000,,,0,0,
15444,6/11/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,6/12/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,918.000,2740.000,-1822.000,Plus Materials                                    ,,52.1500,98.0500,45.9000,,,2,2,
15449,6/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,6/15/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,9030.000,9030.000,0.000,Plus Materials                                    ,,993.3000,993.3000,0.0000,,,39,0,
15450,6/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,6/15/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,1012.000,1012.000,0.000,Plus Materials                                    ,,52.7098,52.7100,0.0000,,,0,0,
15451,6/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,6/15/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,9042.000,9042.000,0.000,Plus Materials                                    ,,994.6200,994.6200,0.0000,,,0,0,
15453,6/12/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,6/15/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,6008.000,6008.000,0.000,Plus Materials                                    ,,635.4602,635.4600,0.0000,,,0,0,
15455,6/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,6/15/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,8030.000,8030.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,85,0,
15461,6/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,6/15/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,10185.000,10185.000,0.000,Plus Materials                                    ,,1120.3500,1120.3500,0.0000,,,0,0,
15462,6/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,6/15/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,5671.000,5671.000,0.000,Plus Materials                                    ,,599.8161,599.8300,0.0000,,,0,0,
15471,6/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,6/15/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,14879.000,14879.000,0.000,Plus Materials                                    ,,1636.6900,1636.6900,0.0000,,,51,0,
15476,6/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,6/16/2026 12:00:00 AM,4:54AM,,19:06:00,LBS    ,4557.000,4557.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,9,4,
15481,6/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,6/16/2026 12:00:00 AM,4:55AM,,19:05:00,LBS    ,1949.000,1949.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
15482,6/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,6/16/2026 12:00:00 AM,4:55AM,,19:05:00,LBS    ,8533.000,8533.000,0.000,Plus Materials                                    ,,-85.5100,-85.5100,0.0000,,,12,0,
15484,6/15/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,6/16/2026 12:00:00 AM,4:55AM,,19:05:00,LBS    ,5553.000,5553.000,0.000,Plus Materials                                    ,,584.7433,584.7300,0.0000,,,33,0,
15486,6/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,6/16/2026 12:00:00 AM,4:56AM,,19:04:00,LBS    ,1435.000,4619.000,-3184.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,8,0,
15492,6/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,6/16/2026 12:00:00 AM,4:57AM,,19:03:00,LBS    ,8849.000,8849.000,0.000,Plus Materials                                    ,,815.0858,815.0900,0.0000,,,0,0,
15493,6/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,6/16/2026 12:00:00 AM,4:57AM,,19:03:00,LBS    ,7144.000,7144.000,0.000,Plus Materials                                    ,,357.2000,357.2000,0.0000,,,0,0,
15502,6/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,6/16/2026 12:00:00 AM,4:58AM,,19:02:00,LBS    ,10207.000,10207.000,0.000,Plus Materials                                    ,,510.3500,510.3500,0.0000,,,20,0,
15504,6/15/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (3RD SHIFT),Posted,6/16/2026 12:00:00 AM,4:58AM,,19:02:00,LBS    ,5302.000,5302.000,0.000,Plus Materials                                    ,,265.1000,265.1000,0.0000,,,0,0,
15507,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,6/17/2026 12:00:00 AM,5:44AM,,18:16:00,LBS    ,8120.000,8436.000,-316.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,38,7,
15511,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,6/17/2026 12:00:00 AM,5:45AM,,18:15:00,LBS    ,3100.000,3100.000,0.000,Plus Materials                                    ,,372.0000,372.0000,0.0000,,,0,0,
15512,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,6/17/2026 12:00:00 AM,5:45AM,,18:15:00,LBS    ,807.000,807.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
15513,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,6/17/2026 12:00:00 AM,5:45AM,,18:15:00,LBS    ,2423.000,2423.000,0.000,Plus Materials                                    ,,331.2963,331.3000,0.0000,,,0,0,
15515,6/16/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,6/17/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,6802.000,6802.000,0.000,Plus Materials                                    ,,408.1200,408.1200,0.0000,,,55,0,
15517,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,6/17/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,2168.000,3517.000,-1349.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,2,0,
15521,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,6/17/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,8001.000,8001.000,0.000,Plus Materials                                    ,,960.1200,960.1200,0.0000,,,10,0,
15523,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,6/17/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,8944.000,8944.000,0.000,Plus Materials                                    ,,536.6400,536.6400,0.0000,,,0,0,
15525,6/16/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,6/17/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,7386.000,7386.000,0.000,Plus Materials                                    ,,443.1600,443.1600,0.0000,,,60,0,
15531,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,6/17/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,5930.000,5930.000,0.000,Plus Materials                                    ,,652.3000,652.3000,0.0000,,,0,0,
15533,6/16/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,6/17/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,6556.000,6556.000,0.000,Plus Materials                                    ,,721.1600,721.1600,0.0000,,,0,0,
15537,6/16/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,6/17/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,1277.000,2635.000,-1358.000,Plus Materials                                    ,,0.0000,63.8500,63.8500,,,8,2,
15538,6/17/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,6/18/2026 12:00:00 AM,5:35AM,,18:25:00,LBS    ,3353.000,4566.000,-1213.000,Plus Materials                                    ,,164.4000,332.0500,167.6500,,,14,2,
